english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Keyboard,Input bindings table label.,Keyboard,translated,,,tx1_7f3shjy5cjhg7xytsxkkaipodm,row1_rw26an4zwzx5f64grgle2essw4,message,,src/menu/input_settings.rs:326:29,rev1_c5e687b7e491779ef49ee14821a019fbf65668e4a103257343beae9e1ee8b8f7
Controller,Input bindings table label.,Controller,translated,,,tx1_foqlph2giz3fdkylt2nidx26ye,row1_5w6uabp6pqfdunq2esnexsfrni,message,,src/menu/input_settings.rs:328:29,rev1_c1cff4048ffc7840225ac288c276e6f8a6df1ac3c12f44b4ac4838600bc71521
Change {action} keyboard binding,Keyboard binding change button.,Change {action} keyboard binding,translated,,action,tx1_ahqthvftgeljkaetmsqdvywj5y,row1_c3oxqzjsg7fqj6qefuihr7qqve,message,,src/menu/input_settings.rs:430:41,rev1_f012cc67ee1ea6d2f35a88d3d2477f97dcfdc71f13e570d89a841b2fb4b649ad
Already used by {action},Duplicate shortcut error.,Already used by {action},translated,,action,tx1_j5jem7v76vtrztyk7egqf5kqxe,row1_47243ymz6v5m5ean6fw4hcwona,message,,src/menu/input_settings.rs:520:19,rev1_83a45a6a84ff545bb4cb774fb07126aad8c373f5c7a7347f3b81de89937dbfbd
Escape is reserved for Pause,Reserved keyboard shortcut error.,Escape is reserved for Pause,translated,,,tx1_s27maxnsjxvedvcy6vlewcswtu,row1_3jcnkwup6oa3ea6smfiiivi25e,message,,src/menu/input_settings.rs:533:19,rev1_c6c8dbbe8c272bd647d3b638be5749f511daa67ff4824b52670c7f779b13d502
{action} assigned to {key},Accepted keyboard shortcut announcement.,{action} assigned to {key},translated,,action; key,tx1_3zubkhhh67tpeuyaibnzd73vf4,row1_einvdnihmhl7oosczncqnehpha,message,,src/menu/input_settings.rs:544:17,rev1_bc477ed396a8d99f8f81484966f0ac2c1d26a20ccfc38e2d3cff87221454d65d
Chess Chess Revolution main menu,Main menu region.,Chess Chess Revolution main menu,translated,,,tx1_maoeu6qx3qb6vykdrrearbto7a,row1_nxrimlexkacac4nzolpe4kgpeq,message,,src/menu/main_menu.rs:79:17,rev1_d513b3308139676d50ad73e12f8f0005bf114136aae1196e33a76300c3132a88
Main navigation,Main menu navigation label.,Main navigation,translated,,,tx1_drgu7ako2qgh5muq3pittdyb6m,row1_resabrd5wra7x7h6owuckhp4ri,message,,src/menu/main_menu.rs:95:27,rev1_0289f92fdc417ab679451fe590e75b2831ee6d59102543f7468945f8480bf37a
Playing with sound,First line of music recommendation; followed by is recommended!.,Playing with sound,translated,,,tx1_mfbr4g37upaksseu67lkimi57a,row1_jhpqm6qcbqckklh2mgv7tnaop4,message,,src/menu/music_playback_indicator.rs:53:11,rev1_06ed0414be4e29da27a5983fb9e000a35c8f0503ff59ef285936f7664cb4838f
is recommended!,Second line of music recommendation; follows Playing with sound.,is recommended!,translated,,,tx1_yepz7rxu4eexjpz63uqzrcmixy,row1_anwjuprpu5c6hwoonfulqxtny4,message,,src/menu/music_playback_indicator.rs:61:11,rev1_c48f709c7ea600dea8f6bf77417928f1c2f14555ee9117bb449ed3364c504b82
Mute background music,Music toggle when sound is enabled.,Mute background music,translated,,,tx1_salzzkwcefxdirqcyjb3h6aiqy,row1_skngfju47zsmd4yyunlhlvq2fe,message,,src/menu/music_playback_indicator.rs:74:5,rev1_234cc6e6b340ce230ba8b056d02b53f091fa97921ce6bf173bf0eee9bf1a819a
Enable background music,Music toggle when sound is disabled.,Enable background music,translated,,,tx1_sw6x2cnchbiftglciphhwn2o6a,row1_2ukp4lndknjmjudstk7hnbfzhq,message,,src/menu/music_playback_indicator.rs:79:5,rev1_79ba977010fa8d22e3ba0e2a64954c2bbf9e8f9afa2b9293ca26502ed823e119
Main content,Portrait viewport accessibility label.,Main content,translated,,,tx1_pwp355pxxh45mkpu5mxm2cnuvq,row1_v3qod6ydeimroyvbgwbjwpcq64,message,,src/menu/portrait_viewport.rs:34:78,rev1_f597afeade7a3a5285cb3fe6bfdae4b7a1d36d47de63882c3bce83bd4494bc38
Crash report upload information,Crash report help dialog accessibility label.,Crash report upload information,translated,,,tx1_tizeudtpfosqb3kwqjosjzenbm,row1_4rtnre7clpcdsuxqlpjeuayeem,message,,src/menu/privacy_policy.rs:32:19,rev1_9330acb7794e2b3a2be8c86f280cddd296a57d24165a8fd6e63a583124dfcdab
We upload crash reports to Unity Diagnostics.,Crash report help message.,We upload crash reports to Unity Diagnostics.,translated,,,tx1_2roirrdlv3rgch3oduwyko6iua,row1_svosfcnpuwpxgsaizs4j633rbq,message,,src/menu/privacy_policy.rs:40:44; src/menu/toggle_control.rs:74:41,rev1_d9d8ff1a31af767f265e76f907eea45eebbd66bb6957e9252a57c353c7460c39
Privacy Policy,Privacy policy link label.,Privacy Policy,translated,,,tx1_of34mrwuznhph7mwockqgbg66m,row1_4zivee2lnzfaxhpifkt3w4sgwy,message,,src/menu/privacy_policy.rs:52:23,rev1_492d07187626a43f60f46392b7ba7cc4fc8ec30ebe37942437abae0dd53189cf
Dismissed arcade stage,Chess interface label.,Dismissed arcade stage,translated,,,tx1_zxljsu3bfbb5xdebdb6iplpbia,row1_dqapmqpzku73ifueor6l7udnd4,message,,src/menu/screen_frame.rs:100:17,rev1_aff3fa65652c4e733b4a79a322c5130eb67120667dcd96a698a4f5af26965098
Chess Chess Revolution,Game title.,Chess Chess Revolution,translated,,,tx1_la2jtnzkwg2ivg7oxxdoaykq7y,row1_2kd4fcfaovbivmxdkqb4eudwiy,message,,src/menu/screen_header.rs:78:15,rev1_3da53b27f7cdb81cdd27bb06024b99b644d7a37235d771e51fa73f80f755d5be
Settings,Settings screen title.,Settings,translated,,,tx1_vrqshj4jhzpdfzbo2xkrmrek6y,row1_5osrvv6vgeb73a4574aawqxolu,message,,src/menu/screen_header.rs:80:15,rev1_6d04d77e2b36f2568fe7121331d28e5ecbccd1eecc8d7703fa2af19b1529f8ad
Options,Settings selector options accessibility label.,Options,translated,,,tx1_felsxo3wkmgr3qb7yn26jjc35a,row1_pkjejaz7riklfvofdvh5tj33xa,message,,src/menu/select_popover.rs:80:26,rev1_f0d92231fc98a748e0f4ea212aa69c4bd0750f51568cb7f6bcb380b3dff27c5a
{category} settings,Settings panel region.,{category} settings,translated,,category,tx1_4as2cjsushvywyxd22grmhferu,row1_3bjx4yntmidjacx76kzjh4ag4a,message,,src/menu/settings_screen.rs:57:17,rev1_870e84ad6d867c24af51466d5ecbcfb89d50c1182880c113cd1de3917d647e4f
Erase Saved Data?,Saved-data confirmation title.,Erase Saved Data?,translated,,,tx1_bwmbbfjuw3pwpdizyku6446pie,row1_jx7t3aza7z5jzoqwd6ajmzsql4,message,,src/menu/settings_screen.rs:123:16,rev1_fab9da06a629ff4c3bcd7e7fe18d915c305d19711b391581dd5bd8cba887ea13
All saved data will be permanently erased. This cannot be undone.,Saved-data confirmation warning.,All saved data will be permanently erased. This cannot be undone.,translated,,,tx1_smg7axkimbl2mfj6bmq3lhiflu,row1_xqklicmn4aex43pwwrdjy47smq,message,,src/menu/settings_screen.rs:124:29,rev1_33d7c646bee95435d36638d8d609d1d95ef109d9518a0bd8089d227777374051
Erase,Saved-data confirmation action.,Erase,translated,,,tx1_ng3mnzhy4ueqdvox4nahzwj4gu,row1_vqhifgwlnfe5yfoqtrcthhzehu,message,,src/menu/settings_screen.rs:128:24,rev1_d630c5cec526de0e1f4bb3e969ab5e295b45387e0665a648c07a47dcac46710f
{category} settings controls,Settings panel scroll area.,{category} settings controls,translated,,category,tx1_qiaxwnczjnlfhze3ao4tuphbka,row1_yckzsxswb2mzet7wpaau2tkvma,message,,src/menu/settings_screen.rs:159:23,rev1_41b914d12b78dee726f90b29b8ad1af58d33594561503ad443398976fbace839
Language,Gameplay language setting label.,Language,translated,,,tx1_iwfg4tytu73p7cdoogbjkkzuge,row1_twoceld2dwq3eqf24jsnigr67q,message,,src/menu/settings_screen.rs:244:49,rev1_b3e96c9665857fd5abdb7dc9299fd482ab61307fceb9c9564e15beaf31388929
Text Size,Gameplay text-size setting label.,Text Size,translated,,,tx1_q7axvwsxbfg2mc526ebp46wdhm,row1_nwqx6737jgdsppw3qmnmhhd4im,message,,src/menu/settings_screen.rs:271:49,rev1_d64ca7a92a3b59224afafc18b1531cf27089bc78ad5b425a993eb24296b3ef47
Reduce Motion,Gameplay reduced-motion setting label.,Reduce Motion,translated,,,tx1_clq2kofcutxpezwgwe55so36ze,row1_hwjmidcs7aerr6ojuuotcvdukm,message,,src/menu/settings_screen.rs:293:49,rev1_f8991fca234b0521bb016a306a12b365e1dcca05fbfe6954136e7761fe776cd7
"Increase Move
Duration",Two-line gameplay duration setting label.,"Increase Move
Duration",translated,,,tx1_zn6ax2r4wodm42fuoo7zccmhsm,row1_rbxjnfdhdhnwpkvaskzcuymdyi,message,,src/menu/settings_screen.rs:300:49,rev1_dfbd66e2401bd5f869415dc60bf562bcfc6780b5f104d6cca8c26a673ee79714
Increase Move Duration,Gameplay duration checkbox accessibility label.,Increase Move Duration,translated,,,tx1_6ogyl6dg4entxkvwmdslr52xvq,row1_tu6nog62dgbjfes3jfd6lijcgy,message,,src/menu/settings_screen.rs:304:19,rev1_0c14f75838056503547ab2f6133202cb80538cd14f62196205a36afdf9703a3f
"Upload Crash
Reports",Two-line crash-report setting label.,"Upload Crash
Reports",translated,,,tx1_4ygda7zpitthel5kffctv4oul4,row1_q3ogeqanloytqesxdifum4vpv4,message,,src/menu/settings_screen.rs:312:49,rev1_f3fec86ecf90896fbc709e0a3c179aa13f48a9e84b741ed3fead60a1cdd3599c
Upload Crash Reports,Crash-report checkbox accessibility label.,Upload Crash Reports,translated,,,tx1_fvjqthq5q6vyxktnrg5hgyvw2q,row1_xt6q2gqpaowy3ewiizwhwxchbu,message,,src/menu/settings_screen.rs:316:19,rev1_5f86a41579a4a884aca6105a655dbd519aa3715c6160b15ec2bdd1a5189a5228
Gameplay,Settings category.,Gameplay,translated,,,tx1_aho4lj7slq6iamf7oiwu6wha4a,row1_x422tvvwpyrsfen3z5ixiuf5ae,message,,src/menu/settings_tabs.rs:48:25,rev1_f4b2344ffeebdd0e67e0d384a2c360859d199bdaabab803a9c493607ca5b0098
Graphics,Settings category.,Graphics,translated,,,tx1_xkeytw44ox2w4hfwrekatrylye,row1_ns4kdiwebs2wr4gcqyiarfvi7a,message,,src/menu/settings_tabs.rs:49:25,rev1_988fe57836a9938ad808d417cf07264a4b5a3e1401ada8ba97ac8461abb13fed
Sound,Settings category.,Sound,translated,,,tx1_icvp5dtqodbfvkefw4l77i4vee,row1_s52wkyy2yf5d5wjz72bttq73sy,message,,src/menu/settings_tabs.rs:50:22,rev1_ea440a8f47ff77953fde4ab78d3b5809e8e7acabb0a9a9e83b7d641e4f284215
Input,Settings category.,Input,translated,,,tx1_mwlador46osqvvxr2pnaplwi2i,row1_vu5iwnvotbprd6fluq5hb3yawu,message,,src/menu/settings_tabs.rs:51:22,rev1_83f574bf650b60e0846a84de638cfd3a1d5f56a0bbe7c5bfa9eab382658228c0
Settings categories,Settings category list.,Settings categories,translated,,,tx1_ocey2ax46qgp33ffxvb7rwcj7y,row1_6b5aw5xtwzlnsbww4bz5rn2zze,message,,src/menu/settings_tabs.rs:86:14,rev1_7f1748920b1707ac1486ffca6623343456ca8fdfe9d9ee0dbd212e1791992bd5
Master Volume,Sound master-volume setting label.,Master Volume,translated,,,tx1_qzqum4lfxf5lxiahjknn7q23xq,row1_m3x2t4wybaop2hd3htcur6masq,message,,src/menu/sound_settings.rs:39:18,rev1_f0bf9c17d7cbee99d06c1d99259529f383fef76d610f2e7953d8ff29557b5a52
Music Volume,Sound music-volume setting label.,Music Volume,translated,,,tx1_sepd6nasf5xxyvi472szrtxgcq,row1_jd2lhx2mrkom6w25zgjdwxdjzy,message,,src/menu/sound_settings.rs:44:18,rev1_434323a18a991e1a47eb87ddda21d7365f531cedd1250b4ca250ffdf5ce8c68a
Effects Volume,Sound effects-volume setting label.,Effects Volume,translated,,,tx1_7qbbu7yw5osfmme45ps5njjuu4,row1_ksalzthupn2fzm6necrbvojx7m,message,,src/menu/sound_settings.rs:48:18,rev1_ec001b80a10eafb5c93ace89848a7f2508ae3150d0d8a13bf4ecd057a382eb44
"Mute in
Background",Two-line background-mute setting label.,"Mute in
Background",translated,,,tx1_polwogx44vrkbggs5ydewixu6i,row1_vjt6clkgvg3gtjhvsx6chta4w4,message,,src/menu/sound_settings.rs:53:48,rev1_813a968c736b3b8dc5acc3b1acd3cdac83a375c265fa96f94772df9f619764e5
Mute in Background,Sound background-mute checkbox accessibility label.,Mute in Background,translated,,,tx1_npuyve2awvhqlhiurkwgqncmjq,row1_dboqqwzm37z45ifnvwa6c4ih3q,message,,src/menu/sound_settings.rs:59:23,rev1_a884037a7ae21255417e1780b7ce14db0e8e1666b5565c7945e8d0ee50141229
i,Crash report toggle interface label.,i,translated,,,tx1_lqlp3tltrgsoee73jq2fcswfly,row1_qtwk4vkitjfkhburgojvbmjtc4,message,,src/menu/toggle_control.rs:276:31,rev1_6918abff060c7afad5f11c51d68bfa5858b6ffd524cdf9809e5ae40a86c3db2a
About crash report uploads,Crash report toggle accessibility label.,About crash report uploads,translated,,,tx1_go2tdt2xa4qarndt6mvzzqxqse,row1_j43kjrdu7y5ivtxtidar4zbrgm,message,,src/menu/toggle_control.rs:277:41,rev1_8714a24d549c2814941236173993b59408befceeb80d86a430566b360652ad8a
{volume_percent} percent,Volume control dynamic value label.,{volume_percent} percent,translated,,volume_percent,tx1_3hy2x2iq2ckfz4b36s37a3gfke,row1_uy3kjdmahk7shwsjboifmzmrdy,message,,src/menu/volume_control.rs:53:22,rev1_d819e13dc5ec756d3060571d787ef05e008cb426491efe52e772d84ae712b3f7
{volume_percent}%,Volume control dynamic value label.,{volume_percent}%,translated,,volume_percent,tx1_wcp3kykq2nhorntxz37l7dyvdm,row1_3lrc7xo4ybpqdqmplyvz6tonay,message,,src/menu/volume_control.rs:159:30,rev1_e812d4cb9313065fbe27bb515935c1a5c2ffa5b414f9f8fa5867b81ab20524b0
Promote {from} to {to},Promotion move prompt.,Promote {from} to {to},translated,,from; to,tx1_7plmgcyac6423ooju245kdsimm,row1_md4upijz5zllo6pbh6ie4zqe3e,message,,src/promotion_dialog.rs:69:20,rev1_84fcc0599614a1ed71af933a42dde8245bfef0cd48c39bdb18385970f2305d48
Main menu,Chess interface label.,Main menu,translated,,,tx1_rxbhzasfivfxc2xzzfegc56nb4,row1_3p7v72e5xhqqtonrtvixnesote,message,,src/reactant_view.rs:416:21,rev1_92a0e538f6415efbcbf53317617846c9d9301a7d4f1d366fc0237e3f0c5e38c2
Settings aren't saved. Changes apply for this session.,Settings storage failure status.,Settings aren't saved. Changes apply for this session.,translated,,,tx1_pvynj5gyuaumarl2uqowr6toke,row1_jvy4mcs32bdhbsufbjl747b6pe,message,,src/settings/save_status.rs:19:25,rev1_73edb5067c635ef4dc1399391d50af775b20a31aa94e4ff85d82b1ce8565d88a
Saving settings…,Settings storage pending status.,Saving settings…,translated,,,tx1_qzox6tkxxwm6rznw4r4kywoxc4,row1_7ecrmxfwbsjcumvhgxf2xz5kvm,message,,src/settings/save_status.rs:24:25; src/settings/save_status.rs:65:35,rev1_ee6de09f0a7b4ff0e6068810ce894ffcd8e662d81e2be93a064ee16522e5948f
Changes aren’t saved.,Visible settings storage failure status.,Changes aren’t saved.,translated,,,tx1_3o2ngbqpr5hnr4dhvocf6vrjca,row1_ebpx7qghtpn6hb6ljgkpza2v2y,message,,src/settings/save_status.rs:45:23,rev1_1752c2169648d14a0a55d1e9e8fa17e5741495384bf3369dff05c6c649f1218c
Retry,Retry saving current settings.,Retry,translated,,,tx1_ynzbw7jzm3ur7rvfmn4umtwyda,row1_pf4g7oromk7kx2zwagouwbwveu,message,,src/settings/save_status.rs:50:25,rev1_da7965979b61720d450f58b172808c983a7c02d6166c84a3395e5f1c4160093f
