english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Numpad decimal,Keyboard key name.,Pavé num. décimale,translated,,,tx1_brmzx7it4b5lgilbddzpsye4le,row1_7b7wjzv3mfpxjyp5wi3nhsmpz4,message,,src/menu/input_labels.rs:70:35,rev1_46506ee883dc41c5b7c493f341f4a401eda4e4c13d0eb5f904c3fae8204ea679
Numpad +,Keyboard key name.,Pavé num. +,translated,,,tx1_dkzwu55tcrmm7cughdeeswvzti,row1_wtpjwkh72limjzimhzsdv6kdku,message,,src/menu/input_labels.rs:71:31,rev1_58694f6c9024e65d3c2618d9c3384d3308b21c85bd5a7e38b59525b14144b816
Numpad −,Keyboard key name.,Pavé num. −,translated,,,tx1_cwshmgduhpl7o2rf2hkkltjr3q,row1_7cpn5k64lhprn7fyyke5ieupwi,message,,src/menu/input_labels.rs:72:36,rev1_d817ba6df53ef7a60c9542b4fb47add4ce85649aabbff860e6686fb5230e1e41
Numpad ×,Keyboard key name.,Pavé num. ×,translated,,,tx1_ap7a6gvnqnbe7vgo2oov75aeq4,row1_3insvzd4ackvidiphwk35id3du,message,,src/menu/input_labels.rs:73:36,rev1_11c58862c706e8503344145e36fbd3a3491e139d3518ef64196a39cdc976b66e
Numpad ÷,Keyboard key name.,Pavé num. ÷,translated,,,tx1_ithwkmsha4u4yxedtepsu4ezc4,row1_2tuyf6ijs4n42strwnn26rkd7y,message,,src/menu/input_labels.rs:74:34,rev1_8961ed3b53c495c67105e3b16699340ada1e4b0f174895d09de21367cdc9a898
Numpad Enter,Keyboard key name.,Pavé num. Entrée,translated,,,tx1_sm3yuv4g5kzxmgjbe7amciuemi,row1_ls5frx77oefgciimz5ie6vkaba,message,,src/menu/input_labels.rs:75:33,rev1_8a05ac64de581a1edd8a81159cc5add9400cc66a6236b0d7516e85cf03dcff4c
Numpad 0,Keyboard key name.,Pavé num. 0,translated,,,tx1_htdkcdaxi3x6ma6ebyy2apok7q,row1_jrfrfvh74rgvxrbafqygctemtq,message,,src/menu/input_labels.rs:76:29,rev1_f51014c97449c4147c3240e47fae9c7b76f82fbdb181d3aa608fc0f8d9fb4a05
Numpad 1,Keyboard key name.,Pavé num. 1,translated,,,tx1_q2f2m7ekdt67wszbm5jhhwdg5e,row1_qr6xrck3ri7fmju4yvw37h3zpe,message,,src/menu/input_labels.rs:77:29,rev1_eeadb8bf189eff90ef026a5238bf66f4d7180881876fb3b830547a45b13cd26d
Numpad 2,Keyboard key name.,Pavé num. 2,translated,,,tx1_cdsjnxruyqocsirntjff4lmshe,row1_gkgzblp7vtreo7c3xtojmdh5ym,message,,src/menu/input_labels.rs:78:29,rev1_77de168ebe6fa65c1c826b67ee058989922076d935e00d8e2edade86950cd51b
Numpad 3,Keyboard key name.,Pavé num. 3,translated,,,tx1_qkszhyz3ocpcvhrn6rslxlxnpm,row1_hcu2oajeexkqiemxpbiyj52yla,message,,src/menu/input_labels.rs:79:29,rev1_5b6a9b6e1289b3072d12f27a3a31f472adad0d401249ecb18e9a958cc69461b1
Numpad 4,Keyboard key name.,Pavé num. 4,translated,,,tx1_ivfpepccboi3wwtygur423viha,row1_avdmjpn7wocu25hxfqzjz43iuy,message,,src/menu/input_labels.rs:80:29,rev1_0e77fc5efff243ef2c94243ba69a093a71b5973c788f041183cee86d29299b74
Numpad 5,Keyboard key name.,Pavé num. 5,translated,,,tx1_qsrwjj4jw5udo5ueiwsr54l3ga,row1_5lqmlesrrbf6tpyurf4g5ytvga,message,,src/menu/input_labels.rs:81:29,rev1_8e91084a1fb2503207998f35d41653aa6018e4ed002ee199ef5de8371a05e15e
Numpad 6,Keyboard key name.,Pavé num. 6,translated,,,tx1_wotoo3wwujm3c5cswcayy6wtmi,row1_huwel5ypjcvsa2rv774bj3ccei,message,,src/menu/input_labels.rs:82:29,rev1_50b582edaa12cd4f5616f6faf88f8994e8eeee2f7071b6b25ffebd52755729f5
Numpad 7,Keyboard key name.,Pavé num. 7,translated,,,tx1_s3v3jhirb457muj72vv7bxwwnm,row1_omme5mbxtx76wiqc666wmcn4zi,message,,src/menu/input_labels.rs:83:29,rev1_a60531758b00c1c50dec203fd8564ad23f8d3d4d6effedc3de2380bfeea893d2
Numpad 8,Keyboard key name.,Pavé num. 8,translated,,,tx1_epqmhifk3uoyj4lbjysiszaoqe,row1_rr4sgbdo4fxwwl5bv5x2imlefe,message,,src/menu/input_labels.rs:84:29,rev1_a78516afbff513c1632b5017c5f641cbb92ef1a3766a284f07ff9ef23e9242c2
Numpad 9,Keyboard key name.,Pavé num. 9,translated,,,tx1_eql6abkc5rgjgi5smfvddifnqy,row1_j5uurt2kvvspsupauaohgh2dem,message,,src/menu/input_labels.rs:85:29,rev1_bb24e76408f86a5f4740bfb7671d2dfd362c66c89b1df4d233075a4c46a56e48
Input bindings,Input bindings table label.,Affectation des commandes,translated,,,tx1_pvviuyp6aojdmxtddxbd7t4u5u,row1_hbub6ijt2d4wzahtsfueuezjke,message,,src/menu/input_settings.rs:57:25; src/menu/input_settings.rs:69:22,rev1_7b30386a853fb493fea25c35c208b7177bb39dc7fca74b8c95488aa06b5aeadf
Action,Input bindings table label.,Action,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_f6aznwdkvuonhdid2q4azy5cje,row1_glug2wmtqtit2ksmofwqcrykqu,message,,src/menu/input_settings.rs:132:29,rev1_ff021aafe124e98319f64cb92bb62bd33e283ddd4c1033c204b3e34c755fc1db
Keyboard,Input bindings table label.,Clavier,translated,,,tx1_7f3shjy5cjhg7xytsxkkaipodm,row1_rw26an4zwzx5f64grgle2essw4,message,,src/menu/input_settings.rs:142:31,rev1_c5e687b7e491779ef49ee14821a019fbf65668e4a103257343beae9e1ee8b8f7
Controller,Input bindings table label.,Manette,translated,,,tx1_foqlph2giz3fdkylt2nidx26ye,row1_5w6uabp6pqfdunq2esnexsfrni,message,,src/menu/input_settings.rs:146:31,rev1_c1cff4048ffc7840225ac288c276e6f8a6df1ac3c12f44b4ac4838600bc71521
Change {action} keyboard binding,Keyboard binding change button.,Modifier la touche pour « {action} »,translated,,action,tx1_ahqthvftgeljkaetmsqdvywj5y,row1_c3oxqzjsg7fqj6qefuihr7qqve,message,,src/menu/input_settings.rs:254:41,rev1_f012cc67ee1ea6d2f35a88d3d2477f97dcfdc71f13e570d89a841b2fb4b649ad
Change {action} controller binding,Controller binding change button.,Modifier la commande manette « {action} »,translated,,action,tx1_d5z453dhbtlol4xg3xofc7umpq,row1_5kuxhtk6ricjdfd42ehyepsp2a,message,,src/menu/input_settings.rs:311:41,rev1_8276f0539205ae414248e62bdefd69baea7e7b14e588eb70582878fce9bc0b35
Chess Chess Revolution main menu,Main menu region.,Menu principal de Chess Chess Revolution,translated,,,tx1_maoeu6qx3qb6vykdrrearbto7a,row1_nxrimlexkacac4nzolpe4kgpeq,message,,src/menu/main_menu.rs:79:17,rev1_d513b3308139676d50ad73e12f8f0005bf114136aae1196e33a76300c3132a88
Main navigation,Main menu navigation label.,Navigation principale,translated,,,tx1_drgu7ako2qgh5muq3pittdyb6m,row1_resabrd5wra7x7h6owuckhp4ri,message,,src/menu/main_menu.rs:95:27,rev1_0289f92fdc417ab679451fe590e75b2831ee6d59102543f7468945f8480bf37a
Playing with sound,First line of music recommendation; followed by is recommended!.,Jouer avec le son,translated,,,tx1_mfbr4g37upaksseu67lkimi57a,row1_jhpqm6qcbqckklh2mgv7tnaop4,message,,src/menu/music_playback_indicator.rs:53:11,rev1_06ed0414be4e29da27a5983fb9e000a35c8f0503ff59ef285936f7664cb4838f
is recommended!,Second line of music recommendation; follows Playing with sound.,est recommandé !,translated,,,tx1_yepz7rxu4eexjpz63uqzrcmixy,row1_anwjuprpu5c6hwoonfulqxtny4,message,,src/menu/music_playback_indicator.rs:61:11,rev1_c48f709c7ea600dea8f6bf77417928f1c2f14555ee9117bb449ed3364c504b82
Mute background music,Music toggle when sound is enabled.,Couper la musique,translated,,,tx1_salzzkwcefxdirqcyjb3h6aiqy,row1_skngfju47zsmd4yyunlhlvq2fe,message,,src/menu/music_playback_indicator.rs:74:5,rev1_234cc6e6b340ce230ba8b056d02b53f091fa97921ce6bf173bf0eee9bf1a819a
Enable background music,Music toggle when sound is disabled.,Activer la musique,translated,,,tx1_sw6x2cnchbiftglciphhwn2o6a,row1_2ukp4lndknjmjudstk7hnbfzhq,message,,src/menu/music_playback_indicator.rs:79:5,rev1_79ba977010fa8d22e3ba0e2a64954c2bbf9e8f9afa2b9293ca26502ed823e119
Main content,Portrait viewport accessibility label.,Contenu principal,translated,,,tx1_pwp355pxxh45mkpu5mxm2cnuvq,row1_v3qod6ydeimroyvbgwbjwpcq64,message,,src/menu/portrait_viewport.rs:34:78,rev1_f597afeade7a3a5285cb3fe6bfdae4b7a1d36d47de63882c3bce83bd4494bc38
Crash report upload information,Crash report help dialog accessibility label.,Informations sur l’envoi des rapports de plantage,translated,,,tx1_tizeudtpfosqb3kwqjosjzenbm,row1_4rtnre7clpcdsuxqlpjeuayeem,message,,src/menu/privacy_policy.rs:32:19,rev1_9330acb7794e2b3a2be8c86f280cddd296a57d24165a8fd6e63a583124dfcdab
"Unity Diagnostics is our reporting service. This setting controls available local capture APIs after saved settings load. Startup reports, native crashes, and queued uploads may not follow this choice.",Best-effort crash report help message.,"Unity Diagnostics est notre service de rapports. Ce réglage commande les fonctions locales de collecte disponibles après le chargement des préférences. Les rapports au démarrage, les plantages natifs et les envois en attente peuvent ne pas respecter ce choix.",translated,,,tx1_wlvbtswq7yyaahmql52mcbpavy,row1_4vnhuolxhmwviwsztchrlldmf4,message,,src/menu/privacy_policy.rs:40:44,rev1_db5dfa318c83a935603ef65159c7879fdc88b86c9ef4ad4b0b03a013e2e6d624
Privacy Policy,Privacy policy link label.,Politique de confidentialité,translated,,,tx1_of34mrwuznhph7mwockqgbg66m,row1_4zivee2lnzfaxhpifkt3w4sgwy,message,,src/menu/privacy_policy.rs:52:23,rev1_492d07187626a43f60f46392b7ba7cc4fc8ec30ebe37942437abae0dd53189cf
Dismissed arcade stage,Chess interface label.,Écran arcade fermé,translated,,,tx1_zxljsu3bfbb5xdebdb6iplpbia,row1_dqapmqpzku73ifueor6l7udnd4,message,,src/menu/screen_frame.rs:100:17,rev1_aff3fa65652c4e733b4a79a322c5130eb67120667dcd96a698a4f5af26965098
Chess Chess Revolution,Game title.,Chess Chess Revolution,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_la2jtnzkwg2ivg7oxxdoaykq7y,row1_2kd4fcfaovbivmxdkqb4eudwiy,message,,src/menu/screen_header.rs:78:15,rev1_3da53b27f7cdb81cdd27bb06024b99b644d7a37235d771e51fa73f80f755d5be
Settings,Settings screen title.,Paramètres,translated,,,tx1_vrqshj4jhzpdfzbo2xkrmrek6y,row1_5osrvv6vgeb73a4574aawqxolu,message,,src/menu/screen_header.rs:80:15,rev1_6d04d77e2b36f2568fe7121331d28e5ecbccd1eecc8d7703fa2af19b1529f8ad
Options,Settings selector options accessibility label.,Options,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_felsxo3wkmgr3qb7yn26jjc35a,row1_pkjejaz7riklfvofdvh5tj33xa,message,,src/menu/select_popover.rs:80:26,rev1_f0d92231fc98a748e0f4ea212aa69c4bd0750f51568cb7f6bcb380b3dff27c5a
{category} settings,Settings panel region.,Paramètres : {category},translated,,category,tx1_4as2cjsushvywyxd22grmhferu,row1_3bjx4yntmidjacx76kzjh4ag4a,message,,src/menu/settings_screen.rs:66:17,rev1_870e84ad6d867c24af51466d5ecbcfb89d50c1182880c113cd1de3917d647e4f
{category} settings controls,Settings panel scroll area.,Commandes des paramètres : {category},translated,,category,tx1_qiaxwnczjnlfhze3ao4tuphbka,row1_yckzsxswb2mzet7wpaau2tkvma,message,,src/menu/settings_screen.rs:159:23,rev1_41b914d12b78dee726f90b29b8ad1af58d33594561503ad443398976fbace839
Language,Gameplay language setting label.,Langue,translated,,,tx1_iwfg4tytu73p7cdoogbjkkzuge,row1_twoceld2dwq3eqf24jsnigr67q,message,,src/menu/settings_screen.rs:248:49,rev1_b3e96c9665857fd5abdb7dc9299fd482ab61307fceb9c9564e15beaf31388929
Text Size,Gameplay text-size setting label.,Taille du texte,translated,,,tx1_q7axvwsxbfg2mc526ebp46wdhm,row1_nwqx6737jgdsppw3qmnmhhd4im,message,,src/menu/settings_screen.rs:275:49,rev1_d64ca7a92a3b59224afafc18b1531cf27089bc78ad5b425a993eb24296b3ef47
Reduce Motion,Gameplay reduced-motion setting label.,Réduire les animations,translated,,,tx1_clq2kofcutxpezwgwe55so36ze,row1_hwjmidcs7aerr6ojuuotcvdukm,message,,src/menu/settings_screen.rs:297:49,rev1_f8991fca234b0521bb016a306a12b365e1dcca05fbfe6954136e7761fe776cd7
"Increase Move
Duration",Two-line gameplay duration setting label.,"Allonger la durée
des coups",translated,,,tx1_zn6ax2r4wodm42fuoo7zccmhsm,row1_rbxjnfdhdhnwpkvaskzcuymdyi,message,,src/menu/settings_screen.rs:304:49,rev1_dfbd66e2401bd5f869415dc60bf562bcfc6780b5f104d6cca8c26a673ee79714
Increase Move Duration,Gameplay duration checkbox accessibility label.,Allonger la durée des coups,translated,,,tx1_6ogyl6dg4entxkvwmdslr52xvq,row1_tu6nog62dgbjfes3jfd6lijcgy,message,,src/menu/settings_screen.rs:308:19,rev1_0c14f75838056503547ab2f6133202cb80538cd14f62196205a36afdf9703a3f
"Upload Crash
Reports",Two-line crash-report setting label.,"Envoyer les rapports
de plantage",translated,,,tx1_4ygda7zpitthel5kffctv4oul4,row1_q3ogeqanloytqesxdifum4vpv4,message,,src/menu/settings_screen.rs:318:53,rev1_f3fec86ecf90896fbc709e0a3c179aa13f48a9e84b741ed3fead60a1cdd3599c
Upload Crash Reports,Crash-report checkbox accessibility label.,Envoyer les rapports de plantage,translated,,,tx1_fvjqthq5q6vyxktnrg5hgyvw2q,row1_xt6q2gqpaowy3ewiizwhwxchbu,message,,src/menu/settings_screen.rs:322:23,rev1_5f86a41579a4a884aca6105a655dbd519aa3715c6160b15ec2bdd1a5189a5228
Gameplay,Settings category.,Partie,translated,,,tx1_aho4lj7slq6iamf7oiwu6wha4a,row1_x422tvvwpyrsfen3z5ixiuf5ae,message,,src/menu/settings_tabs.rs:49:25,rev1_f4b2344ffeebdd0e67e0d384a2c360859d199bdaabab803a9c493607ca5b0098
Graphics,Settings category.,Vidéo,translated,,,tx1_xkeytw44ox2w4hfwrekatrylye,row1_ns4kdiwebs2wr4gcqyiarfvi7a,message,,src/menu/settings_tabs.rs:50:25,rev1_988fe57836a9938ad808d417cf07264a4b5a3e1401ada8ba97ac8461abb13fed
Sound,Settings category.,Son,translated,,,tx1_icvp5dtqodbfvkefw4l77i4vee,row1_s52wkyy2yf5d5wjz72bttq73sy,message,,src/menu/settings_tabs.rs:51:22,rev1_ea440a8f47ff77953fde4ab78d3b5809e8e7acabb0a9a9e83b7d641e4f284215
Input,Settings category.,Entrées,translated,,,tx1_mwlador46osqvvxr2pnaplwi2i,row1_vu5iwnvotbprd6fluq5hb3yawu,message,,src/menu/settings_tabs.rs:52:22,rev1_83f574bf650b60e0846a84de638cfd3a1d5f56a0bbe7c5bfa9eab382658228c0
Settings categories,Settings category list.,Catégories des paramètres,translated,,,tx1_ocey2ax46qgp33ffxvb7rwcj7y,row1_6b5aw5xtwzlnsbww4bz5rn2zze,message,,src/menu/settings_tabs.rs:88:14,rev1_7f1748920b1707ac1486ffca6623343456ca8fdfe9d9ee0dbd212e1791992bd5
Master Volume,Sound master-volume setting label.,Volume général,translated,,,tx1_qzqum4lfxf5lxiahjknn7q23xq,row1_m3x2t4wybaop2hd3htcur6masq,message,,src/menu/sound_settings.rs:40:18,rev1_f0bf9c17d7cbee99d06c1d99259529f383fef76d610f2e7953d8ff29557b5a52
Music Volume,Sound music-volume setting label.,Volume de la musique,translated,,,tx1_sepd6nasf5xxyvi472szrtxgcq,row1_jd2lhx2mrkom6w25zgjdwxdjzy,message,,src/menu/sound_settings.rs:45:18,rev1_434323a18a991e1a47eb87ddda21d7365f531cedd1250b4ca250ffdf5ce8c68a
Effects Volume,Sound effects-volume setting label.,Volume des effets,translated,,,tx1_7qbbu7yw5osfmme45ps5njjuu4,row1_ksalzthupn2fzm6necrbvojx7m,message,,src/menu/sound_settings.rs:49:18,rev1_ec001b80a10eafb5c93ace89848a7f2508ae3150d0d8a13bf4ecd057a382eb44
"Mute in
Background",Two-line background-mute setting label.,"Couper le son
en arrière-plan",translated,,,tx1_polwogx44vrkbggs5ydewixu6i,row1_vjt6clkgvg3gtjhvsx6chta4w4,message,,src/menu/sound_settings.rs:54:48,rev1_813a968c736b3b8dc5acc3b1acd3cdac83a375c265fa96f94772df9f619764e5
Mute in Background,Sound background-mute checkbox accessibility label.,Couper le son en arrière-plan,translated,,,tx1_npuyve2awvhqlhiurkwgqncmjq,row1_dboqqwzm37z45ifnvwa6c4ih3q,message,,src/menu/sound_settings.rs:60:23,rev1_a884037a7ae21255417e1780b7ce14db0e8e1666b5565c7945e8d0ee50141229
Your browser may pause audio. Click or tap the game if sound does not resume.,Browser audio resume limitation below sound preferences.,Votre navigateur peut suspendre le son. Cliquez ou touchez le jeu si le son ne reprend pas.,translated,,,tx1_nj2mc6jgnmkgdxxv5ybthl4cyy,row1_mxyifgjw6qvwlb6h4r2atvfv64,message,,src/menu/sound_settings.rs:68:21,rev1_5aa58c1782eeea59ac9e2078526c20c3530d135b18244619d53646dd7f21a24b
i,Crash report toggle interface label.,i,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_lqlp3tltrgsoee73jq2fcswfly,row1_qtwk4vkitjfkhburgojvbmjtc4,message,,src/menu/toggle_control.rs:268:31,rev1_6918abff060c7afad5f11c51d68bfa5858b6ffd524cdf9809e5ae40a86c3db2a
About crash report uploads,Crash report toggle accessibility label.,À propos des rapports de plantage,translated,,,tx1_go2tdt2xa4qarndt6mvzzqxqse,row1_j43kjrdu7y5ivtxtidar4zbrgm,message,,src/menu/toggle_control.rs:269:41,rev1_8714a24d549c2814941236173993b59408befceeb80d86a430566b360652ad8a
{volume_percent} percent,Volume control dynamic value label.,{volume_percent} pour cent,translated,,volume_percent,tx1_3hy2x2iq2ckfz4b36s37a3gfke,row1_uy3kjdmahk7shwsjboifmzmrdy,message,,src/menu/volume_control.rs:53:22,rev1_d819e13dc5ec756d3060571d787ef05e008cb426491efe52e772d84ae712b3f7
{volume_percent}%,Volume control dynamic value label.,{volume_percent} %,translated,,volume_percent,tx1_wcp3kykq2nhorntxz37l7dyvdm,row1_3lrc7xo4ybpqdqmplyvz6tonay,message,,src/menu/volume_control.rs:159:30,rev1_e812d4cb9313065fbe27bb515935c1a5c2ffa5b414f9f8fa5867b81ab20524b0
Promote {from} to {to},Promotion move prompt.,Promotion de {from} en {to},translated,,from; to,tx1_7plmgcyac6423ooju245kdsimm,row1_md4upijz5zllo6pbh6ie4zqe3e,message,,src/promotion_dialog.rs:69:20,rev1_84fcc0599614a1ed71af933a42dde8245bfef0cd48c39bdb18385970f2305d48
Main menu,Chess interface label.,Menu principal,translated,,,tx1_rxbhzasfivfxc2xzzfegc56nb4,row1_3p7v72e5xhqqtonrtvixnesote,message,,src/reactant_view.rs:439:21,rev1_92a0e538f6415efbcbf53317617846c9d9301a7d4f1d366fc0237e3f0c5e38c2
Some reporting controls could not be applied.,Local reporting control failure.,Certains réglages des rapports n’ont pas pu être appliqués.,translated,,,tx1_eq2nbahrn5vxexq2esxkcwkhr4,row1_zbnlu635l3evmcwlmn5rxkgvee,message,,src/settings/reporting.rs:31:12,rev1_c7c036498c518201b77dda8989c91a005ff37b1969889b4ef332b13a3baaf578
Reporting is not configured in this build.,Missing Unity reporting configuration.,Les rapports ne sont pas configurés dans cette version.,translated,,,tx1_wudz5agig6uvypedlpc5orlx5m,row1_tfnylyihmj52urshi6yjajnp24,message,,src/settings/reporting.rs:37:12,rev1_6c7c08f7b5f082adeb56d5d226cb0ced9c133bf18ee89b279bc44a44ca25cbd5
Local capture has not confirmed your reporting choice.,Reporting request differs from capture readback.,La collecte locale n’a pas confirmé votre choix de rapports.,translated,,,tx1_nx43xuo3hwix2wlvrpkmo3ptzu,row1_ryh5gvnwwblnt73tabw7hskem4,message,,src/settings/reporting.rs:43:12,rev1_818a475a3bb18cbb5011968ce704361db1b8d7558aa9aa5df302218e0e4d57bc
Only some local reporting controls match your choice.,Partial local reporting control.,Seuls certains réglages locaux des rapports correspondent à votre choix.,translated,,,tx1_ujpqhk6i6rexrx4c4jeidoc5hi,row1_clkoqbciod3x23w6qtdrxy7s3a,message,,src/settings/reporting.rs:49:12,rev1_9e40753bdd524a4ed3949f47d9a75966cef7d3262cbbc318e04d3ac7f44296b1
Local controls match your choice. Upload behavior is not verified.,Local reporting readback is not an upload guarantee.,Les réglages locaux correspondent à votre choix. Le comportement des envois n’est pas vérifié.,translated,,,tx1_wlhh7ehsms3t77swfi43d5pvnu,row1_p6pikqf5sj2eimiqe222nedysi,message,,src/settings/reporting.rs:54:3,rev1_204094e1cce1942e411ca8654d71e9720c6f5b4b01fb54c9ed5c3538a7685de2
Settings aren't saved. Changes apply for this session.,Settings storage failure status.,Les paramètres ne sont pas enregistrés. Les modifications s’appliquent à cette session.,translated,,,tx1_pvynj5gyuaumarl2uqowr6toke,row1_jvy4mcs32bdhbsufbjl747b6pe,message,,src/settings/save_status.rs:19:25,rev1_73edb5067c635ef4dc1399391d50af775b20a31aa94e4ff85d82b1ce8565d88a
Saving settings…,Settings storage pending status.,Enregistrement des paramètres…,translated,,,tx1_qzox6tkxxwm6rznw4r4kywoxc4,row1_7ecrmxfwbsjcumvhgxf2xz5kvm,message,,src/settings/save_status.rs:24:25; src/settings/save_status.rs:65:35,rev1_ee6de09f0a7b4ff0e6068810ce894ffcd8e662d81e2be93a064ee16522e5948f
Changes aren’t saved.,Visible settings storage failure status.,Modifications non enregistrées.,translated,,,tx1_3o2ngbqpr5hnr4dhvocf6vrjca,row1_ebpx7qghtpn6hb6ljgkpza2v2y,message,,src/settings/save_status.rs:45:23,rev1_1752c2169648d14a0a55d1e9e8fa17e5741495384bf3369dff05c6c649f1218c
We upload crash reports to Unity Diagnostics.,Crash report help message.,Nous envoyons les rapports de plantage à Unity Diagnostics.,obsolete,,,tx1_2roirrdlv3rgch3oduwyko6iua,row1_svosfcnpuwpxgsaizs4j633rbq,message,,src/menu/privacy_policy.rs:40:44; src/menu/toggle_control.rs:74:41,rev1_d9d8ff1a31af767f265e76f907eea45eebbd66bb6957e9252a57c353c7460c39
,Resolution selector interface label.,,obsolete,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_geiwb7bpmta3gr4jhuebrpgady,row1_omxhaeyez2ioeiwrs2rp54thqi,message,,src/menu/select_control.rs:179:37,rev1_00d1f679f841d2f696c5b6ff32e7bbdf4e4d383850f66f816e00111f53c3dcfc
All saved data will be permanently erased. This cannot be undone.,Saved-data confirmation warning.,Toutes les données sauvegardées seront définitivement effacées. Cette action est irréversible.,obsolete,,,tx1_smg7axkimbl2mfj6bmq3lhiflu,row1_xqklicmn4aex43pwwrdjy47smq,message,,src/menu/settings_screen.rs:124:29,rev1_33d7c646bee95435d36638d8d609d1d95ef109d9518a0bd8089d227777374051
"Playing with sound
is recommended!",Two-line music recommendation.,"Jouer avec le son
est recommandé !",obsolete,,,tx1_x647d7r4fkqkg3idgt6plhbqki,row1_gid3msyyvpplpoae54ykyuxjfe,message,,src/menu/music_playback_indicator.rs:100:34,rev1_e10d5a9a36e4a7fdd478ce6a5802c48100af48251d9392fab7180e2e4c8d30e3
